"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location","Row_ID"
"2021","136695",,"Exempt","3636 3646 S IRON ST","60609",,"true","MCKINLEY PARK",,"186,000",,,,,,,,,,,,,,,,"41.82776094","-87.65952686","POINT (-87.65952686 41.82776094)","2021-136695"
"2021","139602",,"Not Submitted","4541  N SHERIDAN RD","60640","0.0","false","UPTOWN",,"61,706",,,,,,,,,,,,,,,,"41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)","2021-139602"
"2021","157587","Loretto Hospital","Not Submitted","645 S CENTRAL AVE","60644","0.0","false","AUSTIN",,"311,325",,,,,,,,,,,,,,,,"41.89244639","-87.76497511","POINT (-87.76497511 41.89244639)","2021-157587"
"2021","158748","American Islamic College","Not Submitted","640 W Irving Park Rd","60613","0.0","false","UPTOWN",,"200,024",,,,,,,,,,,,,,,,"41.95492194","-87.64598619","POINT (-87.64598619 41.95492194)","2021-158748"
"2021","159575","Webster House Apartments","Not Submitted","2150 N LINCOLN PARK","60614","0.0","false","LINCOLN PARK",,"254,505",,,,,,,,,,,,,,,,"41.92173911","-87.63682868","POINT (-87.63682868 41.92173911)","2021-159575"
"2021","173776",,"Not Submitted","331  W OAKDALE AVE","60657","0.0","false","LAKE VIEW",,"50,286",,,,,,,,,,,,,,,,"41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)","2021-173776"
"2021","173831","YMCA of Metro Chicago","Not Submitted","3333 N MARSHFIELD AVE","60657","0.0","false","LAKE VIEW",,"93,228",,,,,,,,,,,,,,,,"41.94246355","-87.66961411","POINT (-87.66961411 41.94246355)","2021-173831"
"2021","174189",,"Not Submitted","16  N MORGAN ST","60607","0.0","false","NEAR WEST SIDE",,"156,536",,,,,,,,,,,,,,,,"41.87399385","-87.651678","POINT (-87.651678 41.87399385)","2021-174189"
"2021","175130",,"Not Submitted","5925  N PAULINA ST","60660","0.0","false","EDGEWATER",,"50,173",,,,,,,,,,,,,,,,"41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)","2021-175130"
"2021","175601",,"Exempt","2701 2749 N ELSTON AVE","60647",,"true","LOGAN SQUARE",,"56,563",,,,,,,,,,,,,,,,"41.93151197","-87.68673624","POINT (-87.68673624 41.93151197)","2021-175601"
"2021","229826","Waldorf Astoria Hotel","Not Submitted","11 E Walton St","60611","0.0","false","NEAR NORTH SIDE","Hotel","310,516","2006","1",,,,,,,,,,,,,,"41.89977386","-87.62764315","POINT (-87.62764315 41.89977386)","2021-229826"
"2021","250045","Hyde Park Academy HS -CPS","Exempt","6220 S Stony Island Ave","60637",,"true","WOODLAWN","K-12 School","324,961","1911","1",,,,,,,,,,,,,,"41.78216916","-87.58726468","POINT (-87.58726468 41.78216916)","2021-250045"
"2021","251942","Lake Shore Hospitality Inc","Not Submitted","4900 S Lake Shore Dr","60615","0.0","false","KENWOOD",,"54,000",,,,,,,,,,,,,,,,"41.80590747","-87.58592666","POINT (-87.58592666 41.80590747)","2021-251942"
"2021","252085",,"Not Submitted","6850 S Crandon Ave","60649","0.0","false","SOUTH SHORE",,"230,116",,,,,,,,,,,,,,,,"41.77039918","-87.56990748","POINT (-87.56990748 41.77039918)","2021-252085"
"2021","255939","XS Tennis and Education Foundation","Not Submitted","5334 S State St","60609","0.0","false","WASHINGTON PARK",,"116,997",,,,,,,,,,,,,,,,"41.8083","-87.66875","POINT (-87.66875 41.8083)","2021-255939"
"2021","260184","Hampden Green Condominium Association","Submitted","2728 N HAMPDEN CT","60614","1.5","false","LINCOLN PARK","Multifamily Housing","170,000","1970","1",,"37","3,055,237.9","13,403,999.9","0","0",,"117.6","161.6","115.5","159.4","1,148.3","8.2","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)","2021-260184"
"2021","260129","Plumbers Local 130 UA","Submitted","1340 W Washington Blvd","60607","2.0","false","NEAR WEST SIDE","Office","159,626","1925","1",,,"2,544,590.1","3,510,620.1","0","0",,"118.4","211.4","125","216.7","549.9","10.8","41.88326409","-87.66151492","POINT (-87.66151492 41.88326409)","2021-260129"
"2021","260135",,"Not Submitted","309  W 23RD ST","60616","0.0","false","ARMOUR SQUARE",,"63,835",,,,,,,,,,,,,,,,"41.84550365","-87.63055693","POINT (-87.63055693 41.84550365)","2021-260135"
"2021","260149","Riverside Square & River's Edge/ 90033","Submitted","3145 S Ashland Ave","60608","4.0","false","MCKINLEY PARK","Supermarket/Grocery Store","74,495","1987","1",,"69","8,019,977.7","5,127,067.9","0","0",,"176.5","373.7","176.5","373.7","1,417.8","19","41.8365795","-87.66384491","POINT (-87.66384491 41.8365795)","2021-260149"
"2021","244791","(IL0669) - Chandler","Submitted","450 E Waterside Dr","60601","4.0","false","LOOP","Multifamily Housing","628,921","2007","1",,"61","12,050,982.7","23,409,626.6","0","0",,"74.4","122.4","78.1","125.3","2,964.6","6.2","41.88716277","-87.61536682","POINT (-87.61536682 41.88716277)","2021-244791"
"2021","113745","The Sexton Condominium Association","Submitted","360 W Illinois St","60654","4.0","false","NEAR NORTH SIDE","Multifamily Housing","449,107","1915","1",,"97","8,029,855.4","4,577,299.5","0","0",,"32.2","69.7","32.4","68.2","1,390","3.6","41.89075805","-87.63753056","POINT (-87.63753056 41.89075805)","2021-113745"
"2021","101343","The Resurrection Project - Casa Morelos","Submitted","2015  S MORGAN ST","60608","4.0","false","LOWER WEST SIDE","Multifamily Housing","64,644","2009","1",,"90","1,101,240.1","1,992,554","0","0",,"56.9","95.1","58.8","95.8","263.1","4.8","41.84915346","-87.67089596","POINT (-87.67089596 41.84915346)","2021-101343"
"2021","253966","Greenview Place SLF","Submitted","1501 W Melrose St","60657","4.0","false","LAKE VIEW","Senior Living Community","130,428","2009","1",,"67","2,990,656.6","3,488,389.8","0","0",,"77.8","144.5","82","149.8","612.4","7.4","41.93985627","-87.65846293","POINT (-87.65846293 41.93985627)","2021-253966"
"2021","160211","633 N St. Clair","Submitted","633 N St Clair St","60611","4.0","false","NEAR NORTH SIDE","Office","632,163","1991","1",,"94","18,318,604.9","123,162.3","0","0",,"29.2","81.3","29.2","81.3","2,622.9","4.1","41.893497","-87.622686","POINT (-87.622686 41.893497)","2021-160211"
"2021","173811","Park Harbor Condominium Association","Submitted","3620 N. Pine Grove Ave","60613","4.0","false","LAKE VIEW","Multifamily Housing","102,874","1970","1",,"100","1,381,911.2","3,055,279.6","0","0",,"48.7","77.6","51","80","359.7","3.9","41.95402016","-87.6620278","POINT (-87.6620278 41.95402016)","2021-173811"
"2021","147816","6101 North Clark","Submitted","6101 6111 N CLARK ST","60660","4.0","false","EDGEWATER","Multifamily Housing","53,000","1928","1",,,"693,664.7","2,031,274.8","0","0",,"51.4","76.9","54","78.6","207","3.9","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)","2021-147816"
"2021","251880","Enrico Tonti Elementary School","Submitted","5815 S Homan Ave","60629","1.0","false","GAGE PARK","K-12 School","89,103","1928","3",,"26","3,055,820","4,545,240","0","0",,"85.3","149.6","91.5","156.1","677.9","7.6","41.78740764","-87.70774371","POINT (-87.70774371 41.78740764)","2021-251880"
"2021","251599","Orozco Elementary -CPS","Not Submitted","1940 W 18th St","60608","0.0","false","LOWER WEST SIDE","K-12 School","107,722","1999","1",,,,,,,,,,,,,,"41.85797637","-87.67512452","POINT (-87.67512452 41.85797637)","2021-251599"
"2021","172772","Manhattan Building Condominium","Submitted","423 439 S DEARBORN ST","60605","1.0","false","LOOP","Multifamily Housing","121,000","1891","1",,"10","8,082,059","0","0","0",,"66.8","187","70.1","196.4","1,154.3","9.5","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)","2021-172772"
"2021","172103","21 East Chestnut Condominium Association","Submitted","21  E CHESTNUT ST","60611","1.0","false","NEAR NORTH SIDE","Multifamily Housing","122,400","1962","1",,"16","3,813,803.9","10,332,699.7","0","0",,"115.6","175.9","124.1","184.9","1,093.5","8.9","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)","2021-172103"
"2021","251402","Dett -CPS","Exempt","2306 W Maypole Ave","60612",,"true","NEAR WEST SIDE","K-12 School","61,600","1961","1",,,,,,,,,,,,,,"41.88416052","-87.68478473","POINT (-87.68478473 41.88416052)","2021-251402"
"2021","120347","1033 Van Buren","Submitted","1033 W VAN BUREN ST","60607","4.0","false","NEAR WEST SIDE","Office","82,712","1905","1",,"100","327,374.8","1,361,469","0","0",,"20.4","28.4","22.4","30.5","119.1","1.4","41.87626485","-87.65305417","POINT (-87.65305417 41.87626485)","2021-120347"
"2021","175857","Lake Street Lofts LLC","Submitted","900 910 912 W Lake St & 212 N Peoria St","60607","4.0","false","NEAR WEST SIDE","Multifamily Housing","126,000","1886","1",,"99","1,999,277.8","1,704,904.3","0","0",,"34.3","68.4","35.4","68.7","376.1","3.5","41.87399385","-87.651678","POINT (-87.651678 41.87399385)","2021-175857"
"2021","160277","208 S La Salle Whole Building","Submitted","208 S LaSalle St","60604","3.5","false","LOOP","Hotel","907,563","1911","1",,"54","32,212,125.6","44,031,717.8","0","23,062,396.1",,"109.4","173.4","111","175.4","8,154.9","9","41.87908631","-87.63302012","POINT (-87.63302012 41.87908631)","2021-160277"
"2021","242633","530 North Lake Shore Drive","Submitted","530 N Lake Shore Dr","60611","4.0","false","NEAR NORTH SIDE","Multifamily Housing","650,925","2003","1",,"91","7,989,218.5","20,903,799.1","0","0",,"56.2","86.2","60.4","90.1","2,251.4","4.4","41.89211944","-87.61494973","POINT (-87.61494973 41.89211944)","2021-242633"
"2021","161150","1104 S Wabash","Submitted","1104 S Wabash Ave","60605","3.0","false","LOOP","College/University","166,094","1960","0",,,"6,110,796.5","4,169,879.6","0","0",,"61.9","129.4","65.3","132.9","1,094.3","6.6","41.8690082","-87.62636383","POINT (-87.62636383 41.8690082)","2021-161150"
"2021","113587","(IL584) - 1240 Lake Shore Drive","Submitted","1240  N LAKE SHORE DR","60610","1.0","false","NEAR NORTH SIDE","Multifamily Housing","160,528","1970","1",,"13","5,863,750.6","5,781,202.2","0","0",,"76.9","148.4","80.9","154.7","1,144.6","7.6","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)","2021-113587"
"2021","251580","Gillespie Elementary -CPS","Exempt","9301 S State St","60619",,"true","ROSELAND","K-12 School","91,300","1962","1",,,,,,,,,,,,,,"41.72471299","-87.62320762","POINT (-87.62320762 41.72471299)","2021-251580"
"2021","146136","Reside on Barry","Submitted","533 549 W BARRY AVE","60657","3.0","false","LAKE VIEW","Multifamily Housing","113,088","1966","1",,"43","3,706,946.9","6,681,891.3","0","0",,"91.9","153.8","96.9","157.6","884.4","7.8","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)","2021-146136"
"2021","165924","Lincoln Park Plaza","Submitted","600 W Diversey Pkwy","60614","2.5","false","LAKE VIEW","Multifamily Housing","328,617","1982","1",,"53","6,474,703.3","18,077,916.3","0","0",,"90.8","137.3","96.1","141.5","1,885","7","41.93284849","-87.64381155","POINT (-87.64381155 41.93284849)","2021-165924"
"2021","103682",,"Not Submitted","4624  S ELLIS AVE","60653","0.0","false","KENWOOD",,"100,332",,,,,,,,,,,,,,,,"41.82021138","-87.61246867","POINT (-87.61246867 41.82021138)","2021-103682"
"2021","251723","James Shields Middle School","Submitted","2611 W 48th St","60632","2.0","false","BRIGHTON PARK","K-12 School","95,265","2012","1",,"48","3,122,652.2","2,381,370","0","0",,"57.8","118","60.1","119.4","572.5","6","41.806552","-87.689787","POINT (-87.689787 41.806552)","2021-251723"
"2021","160354","Asbury Plaza Venture LLLP","Submitted","750 N Dearborn St","60654","2.0","false","NEAR NORTH SIDE","Multifamily Housing","431,149","1981","1",,"47","7,866,168.1","25,526,062","0","0",,"93.5","136.8","101.9","145","2,479.3","6.9","41.896027","-87.629782","POINT (-87.629782 41.896027)","2021-160354"
"2021","101755","Harris Bank Building","Submitted","115 S LaSalle St","60603","2.5","false","LOOP","Office","1,526,102","1974","1",,"53","64,870,752.4","85,834,798.1","0","0",,"98.8","178.1","102.3","181.8","13,824.4","9.1","41.88031326","-87.63191186","POINT (-87.63191186 41.88031326)","2021-101755"
"2021","252037","Ratner Athletics Center","Submitted","5530 S Ellis Ave","60637","2.0","false","HYDE PARK","Fitness Center/Health Club/Gym","168,984","2003","1",,,"10,960,531.4","0","19,336,257.1","4,441,572",,"205.6","343.2","206.4","345.2","3,083.4","18.2","41.794456","-87.601381","POINT (-87.601381 41.794456)","2021-252037"
"2021","175542","3260 North Lake Shore","Submitted","3260  N LAKE SHORE DR","60657","4.0","false","LAKE VIEW","Multifamily Housing","281,528","1928","1",,"86","2,787,218.4","14,463,521.2","0","0",,"66.6","88.8","72.6","93.8","1,166.3","4.5","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)","2021-175542"
"2021","158743","Buena Pointe Condominium Association","Submitted","4344 4360 N BROADWAY","60613","3.0","false","UPTOWN","Multifamily Housing","149,524","2004","1",,"62","3,076,848.5","7,066,575","0","0",,"67.8","107.2","72","110.4","814.8","5.4","41.96138688","-87.65532001","POINT (-87.65532001 41.96138688)","2021-158743"
"2021","158422","600 Fulton Owner, LLC","Submitted","600 W Fulton St","60661","2.5","false","NEAR WEST SIDE","Office","236,216","1901","1",,"55","14,592,851","0","0","0",,"61.8","173","63.5","177.9","2,084.2","8.8","41.88716166","-87.64324873","POINT (-87.64324873 41.88716166)","2021-158422"
"2021","250176","O'Hare Building 804 (Aviation Administration Building)","Submitted","10510 W Zemke Rd","60666","2.0","false","OHARE","Office","387,041","1943","1",,"41","10,159,840.7","5,611,220.1","0","0",,"95","206.8","97.8","206.2","1,749.1","10.5","41.99489655","-87.88775165","POINT (-87.88775165 41.99489655)","2021-250176"
"2021","251219","555 Cornelia (251219)","Submitted","555 W Cornelia Ave","60657","4.0","false","LAKE VIEW","Multifamily Housing","250,200","1961","1",,"96","1,584,135.6","13,826,466.9","0","0",,"69.8","85.8","76.7","93.1","960.6","4.4","41.94580944","-87.64408989","POINT (-87.64408989 41.94580944)","2021-251219"
"2021","254025","Englewood","Submitted","901 W 63rd St","60621","3.5","false","Englewood","Multifamily Housing","62,800","2010","1",,"80","2,207,931.5","1,233,428.2","0","0",,"54.8","119.1","56.6","121.5","380.9","6.1","41.7761103","-87.6399","POINT (-87.6399 41.7761103)","2021-254025"
"2021","256490",,"Submitted","5427 N Broadway St","60640","0.0","false","EDGEWATER",,"93,960",,,,,"0","0","0","0",,,,,,,,"41.97459","-87.66273","POINT (-87.66273 41.97459)","2021-256490"
"2021","118695","260-Senior Suites of Bridgeport","Submitted","2825  S HALSTED","60608","3.0","false","BRIDGEPORT","Senior Living Community","69,455","2005","1",,"67","1,973,620.2","3,754,999.9","0","0",,"82.5","136.3","86.8","139.3","481.3","6.9","41.84915346","-87.67089596","POINT (-87.67089596 41.84915346)","2021-118695"
"2021","251255","Tower Park Residences: 1235 South Prairie Avenue","Submitted","1235 S Prairie Ave","60605","3.5","false","NEAR SOUTH SIDE","Multifamily Housing","605,856","2006","1",,"77","10,170,312.2","25,227,300.3","0","0",,"58.4","90.7","62.4","94.2","2,792.5","4.6","41.86619413","-87.62121604","POINT (-87.62121604 41.86619413)","2021-251255"
"2021","251250","Lincoln Park Villas","Submitted","1920 N Clark St","60614","0.0","false","LINCOLN PARK",,"82,955",,,,,"0","0","0","0",,,,,,,,"41.91720134","-87.63571887","POINT (-87.63571887 41.91720134)","2021-251250"
"2021","253946","Lakeview Pointe Condominium Association, Inc.","Submitted","7736 7772 N Sheridan Rd","60626","4.0","false","ROGERS PARK","Multifamily Housing","80,000","2003","1",,"86","1,608,660.1","2,706,485.4","0","0",,"53.9","91.8","56.3","92.8","373.5","4.7","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)","2021-253946"
"2021","243199","Montgomery on Superior Condominium Association","Submitted","500 W Superior St","60654","1.0","false","NEAR NORTH SIDE","Multifamily Housing","649,737","2005","1",,"11","15,585,401.8","32,202,499.3","0","0",,"118.5","192.1","127.1","201.1","3,936.4","9.8","41.89587403","-87.64226427","POINT (-87.64226427 41.89587403)","2021-243199"
"2021","243929","(IL1074) ParkShore Condominium","Submitted","195 N Harbor Dr","60601","2.0","false","LOOP","Multifamily Housing","1,122,828","1991","1",,"46","32,300,445.2","22,092,652.3","0","0",,"53.9","112.5","55.5","114.2","5,786.8","5.7","41.88566808","-87.61471363","POINT (-87.61471363 41.88566808)","2021-243929"
"2021","165269","The Selfhelp Home, Inc.","Submitted","908 920 W ARGYLE ST","60640","1.0","false","UPTOWN","Senior Living Community","147,129","1962","1",,"7","10,911,064.2","4,619,300","0","0",,"105.6","240.6","110","249.3","1,803.7","12.3","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)","2021-165269"
"2021","239042","400 North LaSalle Condominium Association","Submitted","400 N LaSalle St","60654","3.0","false","NEAR NORTH SIDE","Multifamily Housing","597,736","2003","1",,"61","14,284,123","22,239,779.7","0","0",,"61.1","106","64.6","108.5","3,221.4","5.4","41.88962593","-87.63339019","POINT (-87.63339019 41.88962593)","2021-239042"
"2021","173708","2756-64 N. Pine Grove Ave.","Submitted","2756 2760 N PINE GROVE AVE","60614","2.0","false","LINCOLN PARK","Multifamily Housing","133,560","1925","1",,"45","1,984,223.7","9,968,102.9","0","0",,"89.5","120","95.4","124.3","812.9","6.1","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)","2021-173708"
"2021","251762","Franz Peter Schubert Elementary School","Submitted","2727 N Long Ave","60639","2.5","false","BELMONT CRAGIN","K-12 School","101,364","1930","4",,"59","1,616,821.2","5,884,260.1","0","0",,"74","105.6","81.7","114.8","543.5","5.4","41.93000505","-87.76055407","POINT (-87.76055407 41.93000505)","2021-251762"
"2021","241873","The Columbian Condominium Association","Submitted","1160 S Michigan Ave","60605","3.0","false","LOOP","Multifamily Housing","541,521","2007","1",,"63","10,808,755.4","19,446,579.2","0","0",,"65.2","109.2","68.5","110.9","2,576.7","5.6","41.86776111","-87.62464689","POINT (-87.62464689 41.86776111)","2021-241873"
"2021","175263","1725 West North Avenue Condominium","Submitted","1725  W NORTH AVE","60622","4.0","false","WEST TOWN","Multifamily Housing","55,892","1916","1",,"84","888,813.4","1,043,441.9","0","0",,"40.7","75.4","40.7","75.4","182.4","3.8","41.90225377","-87.68447845","POINT (-87.68447845 41.90225377)","2021-175263"
"2021","256615","Marquee at Block 37","Submitted","25 West Randolph Street",,"2.5","false",,"Multifamily Housing","590,021","2016","1",,"58","18,500,007.3","22,157,536.2","0","0",,"68.9","127.2","71.2","128.5","3,819.2","6.5","41.88425","-87.63245","POINT (-87.63245 41.88425)","2021-256615"
"2021","235739","1000 Condominium Association","Submitted","1000 N Lake Shore Plz","60611","4.0","false","NEAR NORTH SIDE","Multifamily Housing","450,036","1964","1",,"82","7,542,577.4","0","0","0",,"62.8","99",,,"2,007.6","5","41.900978","-87.624275","POINT (-87.624275 41.900978)","2021-235739"
"2021","250118","Humboldt Park Health","Submitted","1044 N Francisco Ave","60622","2.5","false","WEST TOWN","Hospital (General Medical & Surgical)","312,898","1917","2",,"51","35,409,974.8","28,610,401.1","0","0",,"204.6","412.9","204.4","408.2","6,577.1","21","41.899824","-87.699299","POINT (-87.699299 41.899824)","2021-250118"
"2021","105615","Surf III LLC","Submitted","426 W SURF ST","60657","4.0","false","LAKE VIEW","Multifamily Housing","89,650","1928","1",,"83","2,806,775","1,262,082.6","0","0",,"45.4","102.4","46.3","104.2","467.9","5.2","41.9398511","-87.65844752","POINT (-87.65844752 41.9398511)","2021-105615"
"2021","172592","Hall Plaza West","Not Submitted","4628 - 4650 W Diversey Ave","60639","0.0","false","HERMOSA","Strip Mall","66,836","1957","1",,,,,,,,,,,,,,"41.9316219","-87.74259904","POINT (-87.74259904 41.9316219)","2021-172592"
"2021","157287","Midwest Orthopedics at Rush","Submitted","1611 W HARRISON ST","60612","4.0","false","NEAR WEST SIDE","Medical Office","212,511","2009","1",,"77","8,225,325.5","0","14,865,300","0",,"108.7","192.5","106.6","186.9","2,161.8","10.2","41.87351299","-87.66703729","POINT (-87.66703729 41.87351299)","2021-157287"
"2021","103634","Lewis & O'Malley","Submitted","25 E Jackson Blvd","60604","4.0","false","LOOP","College/University","380,371","1928","1",,,"12,170,327.6","14,372,992.6","0","0",,"69.8","129.3","74.6","134.3","2,501.7","6.6","41.878202","-87.626867","POINT (-87.626867 41.878202)","2021-103634"
"2021","174260","Uptown Bank Building","Exempt","4753 N Broadway St","60640",,"true","UPTOWN","Office","101,422","1924","1",,,,,,,,,,,,,,"41.96873677","-87.65917186","POINT (-87.65917186 41.96873677)","2021-174260"
"2021","256728","Alta Grand Central (lt027)","Submitted","221 W Harrison St","60607","4.0","false",,"Multifamily Housing","262,020","2020","1",,"94","3,798,344.2","12,337,435.5","0","0",,"68.1","99.5",,,"1,197.8","5.1","41.88321","-87.65877","POINT (-87.65877 41.88321)","2021-256728"
"2021","254372","Lawndale Christian Health and Fitness Center","Submitted","3750 W OGDEN AVE","60623",,"true","North Lawndale","Mixed Use Property","64,779","2012","1",,,"2,937,247.2","580,580.2","0","0",,"54.3","136.4","54.3","136.4","450.4","7","41.85793904","-87.71522054","POINT (-87.71522054 41.85793904)","2021-254372"
"2021","251355","Evers Elementary, Medgar -CPS","Exempt","9811 S Lowe Ave","60628",,"true","WASHINGTON HEIGHTS","K-12 School","52,968","2014","1",,,,,,,,,,,,,,"41.71565288","-87.63896474","POINT (-87.63896474 41.71565288)","2021-251355"
"2021","252021","CICS Basil","Submitted","1816 W Garfield Blvd","60609","3.5","false","NEW CITY","K-12 School","57,350","1956","1",,"71","1,462,557.2","2,442,300.1","0","0",,"68.1","116.1","73.8","122.2","338.6","5.9","41.794164","-87.67006603","POINT (-87.67006603 41.794164)","2021-252021"
"2021","159425","Lawless Gardens","Submitted","3510 S RHODES AVE","60653","0.0","false","DOUGLAS",,"740,173",,,,,"0","0","0","0",,,,,,,,"41.83083707","-87.61542242","POINT (-87.61542242 41.83083707)","2021-159425"
"2021","124911","Point at Clark","Submitted","3131 N Clark St","60657","3.0","false","LAKE VIEW","Strip Mall","162,490","1995","1",,,"7,603,099.5","0","0","0",,"79.7","223","81.9","229.5","1,085.9","11.4","41.93916606","-87.6496288","POINT (-87.6496288 41.93916606)","2021-124911"
"2021","131633","Fulton-Loomis-Carroll Condominium Association","Submitted","1400 W FULTON ST","60607","4.0","false","NEAR WEST SIDE","Office","62,555","1907","1",,"98","233,128.3","2,137,763.2","0","0",,"37.9","46.3","41.7","50","146.8","2.3","41.88660859","-87.66258804","POINT (-87.66258804 41.88660859)","2021-131633"
"2021","252073","118 S Clinton","Submitted","118 S Clinton St","60661","2.5","false","NEAR WEST SIDE","Office","78,751","1910","1",,"34","4,650,324","0","0","0",,"59.1","165.3","59.3","166","664.2","8.4","41.87993535","-87.64144916","POINT (-87.64144916 41.87993535)","2021-252073"
"2021","256793",,"Not Submitted","4346 N HONORE ST","60613","0.0","false","North Center",,"50,000",,,,,,,,,,,,,,,,"41.954025","-87.670265","POINT (-87.670265 41.954025)","2021-256793"
"2021","103604","525 West Monroe","Submitted","525 W Monroe St","60661","3.5","false","NEAR WEST SIDE","Office","1,073,992","1983","1",,"78","43,136,858.3","668,274.1","0","0",,"42.6","118.1","43.6","120.8","6,197.1","6","41.880543","-87.640541","POINT (-87.640541 41.880543)","2021-103604"
"2021","113573","(IL218) - 1540 Lake Shore Dr","Submitted","1534 1542 N LAKE SHORE DR","60610","4.0","false","NEAR NORTH SIDE","Multifamily Housing","138,636","1929","1",,"96","2,046,606.3","6,297,280.1","0","0",,"60.2","89","65.4","93.8","626.8","4.5","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)","2021-113573"
"2021","147565","Lakeside Lofts","Not Submitted","2025  S INDIANA AVE","60616","0.0","false","NEAR SOUTH SIDE",,"101,333",,,,,,,,,,,,,,,,"41.84550365","-87.63055693","POINT (-87.63055693 41.84550365)","2021-147565"
"2021","102239","Lake Park Crescent Associates 1, LP","Submitted","1061  E 41ST PL","60653","3.5","false","OAKLAND","Multifamily Housing","137,870","2004","1",,"54","1,834,216.5","8,164,000.1","0","0",,"93.4","128.1","100","134.2","695.6","6.5","41.82021138","-87.61246867","POINT (-87.61246867 41.82021138)","2021-102239"
