"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location","Row_ID"
"2022","256630","The Residences at 8 East Huron","Submitted Data","8 E Huron St",,"1.0","false",,"Multifamily Housing","196,844","2017","1",,"15","6,025,888.9","9,583,179.9","0","0",,"91","157.1","91.8","156.1","1,302.7","7.6","41.89499060704","-87.62782919767","POINT (-87.62782919767419 41.89499060703644)","2022-256630"
"2022","113752",,"Submitted Data","1540  N STATE PKWY","60610","4.0","false","NEAR NORTH SIDE","Multifamily Housing","105,500","1970","1",,"98","1,336,010.7","4,965,839.6","0","0",,"59.7","84.9","62.6","86.7","439.7","4.2","41.91072723614","-87.62901846282","POINT (-87.62901846282452 41.910727236140296)","2022-113752"
"2022","109191","Edgewater Presbyterian Church","Not Submitted","1020 W BRYN MAWR","60660","0.0","false","EDGEWATER",,"62,500",,,,,,,,,,,,,,,,"41.98380209579","-87.65613163038","POINT (-87.65613163038387 41.98380209579369)","2022-109191"
"2022","252303",,"Not Submitted","6236-44 S King Dr","60637","0.0","false","WASHINGTON PARK",,"50,000",,,,,,,,,,,,,,,,"41.78095488642","-87.61578866043","POINT (-87.6157886604307 41.78095488641807)","2022-252303"
"2022","250145","180 N Wabash Ave","Submitted Data","180 N Wabash Ave","60601","1.0","false","LOOP","Office","162,153","1919","1",,"27","10,711,083.6","8,663,451.7","0","0",,"119.5","241.1","121","240.2","1,871","11.5","41.88535370398","-87.62641328541","POINT (-87.62641328540737 41.885353703982936)","2022-250145"
"2022","251221","211 W Wacker Dr","Submitted Data","211 W Wacker Dr","60606","3.5","false","LOOP","Office","158,063","1927","1",,"72","5,181,368","7,886,636.6","0","0",,"82.7","144.2","85.1","144.6","1,101.4","7","41.88670787976","-87.63431854508","POINT (-87.63431854507897 41.88670787976228)","2022-251221"
"2022","100179","Saint Anthony Hospital - Main Hospital","Submitted Data","2875 W 19th St","60623","0.0","false","SOUTH LAWNDALE","Hospital (General Medical & Surgical)","450,612","1897","1",,,"15,191,302.2","0","0","0",,,,,,,,"41.8554028935","-87.69870754487","POINT (-87.69870754487314 41.85540289350027)","2022-100179"
"2022","254049","Farcroft by the Lake","Submitted Data","1337 W Fargo Ave","60626","4.0","false","Rogers Park","Multifamily Housing","115,362","1928","1",,"79","2,708,425.8","3,944,036.5","0","0",,"57.7","101.6","58.4","101.1","566.2","4.9","42.01706508915","-87.66474749058","POINT (-87.66474749058055 42.0170650891458)","2022-254049"
"2022","236345","The Private Residences at Ontario Place Condominiu","Submitted Data","10 E Ontario St","60611","1.0","false","NEAR NORTH SIDE","Multifamily Housing","690,169","1983","1",,"11","39,802,699.9","12,723,426","0","0",,"107","254.2","108.6","257.6","5,918.4","12.1","41.89338886697","-87.62770240071","POINT (-87.62770240071154 41.89338886697453)","2022-236345"
"2022","254009","Maple Court Apartments","Submitted Data","1120 1126 E 47th St","60653","1.0","false","Kenwood","Multifamily Housing","50,760","1915","1",,"15","445,867.4","6,659,899.7","0","0",,"140","162.4","149.8","171.8","412.5","8.1","41.8097340831","-87.59839106099","POINT (-87.59839106098786 41.80973408310273)","2022-254009"
"2022","243913","990 North Lake Shore Drive","Submitted Data","990 N Lake Shore Dr","60611","1.0","false","NEAR NORTH SIDE","Multifamily Housing","331,127","1973","1",,"16","12,489,242.8","10,220,816.8","0","0",,"76.6","154.1","79.6","158","2,187.9","7.4","41.90073326883","-87.61985707754","POINT (-87.61985707754388 41.900733268826365)","2022-243913"
"2022","160299",,"Submitted Data","111 W WACKER DR","60601","3.0","false","LOOP","Multifamily Housing","940,002","2014","1",,"41","30,516,051.4","18,195,799.7","0","0",,"60.1","129","60.6","129","4,985.9","6.2","41.88670684204","-87.63140795865","POINT (-87.63140795865142 41.886706842036986)","2022-160299"
"2022","251687","Peirce Sch Of Intl Studies -CPS","Submitted Data","1423 W Bryn Mawr Ave","60660","1.0","false","EDGEWATER","K-12 School","141,588","1915","4",,"28","4,758,764.1","7,158,680.3","0","0",,"84.2","147.2","86.3","149.5","1,007","7.1","41.98342818918","-87.66586537292","POINT (-87.66586537292214 41.98342818917878)","2022-251687"
"2022","171887",,"Submitted Data","1824 N SPAULDING AVE","60647","4.0","false","LOGAN SQUARE","Multifamily Housing","65,000","2015","1",,"86","981,628","3,244,725.2","0","0",,"65","94.7","65.5","93.2","301.6","4.6","41.91448731103","-87.71035194312","POINT (-87.7103519431192 41.9144873110274)","2022-171887"
"2022","256778",,"Not Submitted","3939 W DEVON AVE","60659","0.0","false","Forest Glen",,"50,000",,,,,,,,,,,,,,,,"41.99713335054","-87.72785031805","POINT (-87.72785031804918 41.997133350542754)","2022-256778"
"2022","175978",,"Submitted Data","6700  S KEATING AVE","60629","4.0","false","WEST LAWN","Senior Living Community","120,000","2017","1",,"85","3,469,219.3","4,911,300.4","0","0",,"69.8","123.9","71.6","125.8","717.8","6","41.77106958829","-87.74052887603","POINT (-87.74052887602656 41.771069588287695)","2022-175978"
"2022","255740","The Van Buren","Submitted Data","808 W Van Buren","60607","1.0","false","NEAR WEST SIDE","Multifamily Housing","125,766","2018","1",,"22","4,665,641.8","7,631,923.3","0","0",,"104.6","179.3","108","182.8","1,019.9","8.7","41.87677516344","-87.64761342828","POINT (-87.64761342827666 41.876775163443966)","2022-255740"
"2022","116752","Ike Sims Village","Submitted Data","3333  W MAYPOLE AVE","60624","2.0","false","EAST GARFIELD PARK","Multifamily Housing","91,511","1981","1",,"28","3,783,873.8","2,080,705.3","0","0",,"75.4","164.3","76.7","167.1","608.9","7.8","41.88346519171","-87.71003990907","POINT (-87.71003990906787 41.883465191706854)","2022-116752"
"2022","132388",,"Not Submitted","3913 3959 W MADISON ST","60624","0.0","false","WEST GARFIELD PARK",,"57,100",,,,,,,,,,,,,,,,"41.88064232752","-87.72366144657","POINT (-87.72366144656698 41.880642327523894)","2022-132388"
"2022","116336","LaSalle Private Residences","Submitted Data","1212 N LaSalle St","60610","3.0","false","NEAR NORTH SIDE","Multifamily Housing","471,954","1986","1",,"61","11,662,672.1","6,851,736.5","0","0",,"50.4","108.4","50.4","107.5","1,900.1","5.2","41.90429630125","-87.63308211662","POINT (-87.63308211662499 41.904296301251605)","2022-116336"
"2022","101682","8750 West Bryn Mawr Ave - Triangle Plaza","Submitted Data","8750 W Bryn Mawr Ave","60631","4.0","false","OHARE","Office","1,286,868","1985","1",,"86","31,846,235.2","186,167.5","0","0",,"41.7","116.2","42.3","118","4,204.5","5.5","41.98106319708","-87.84567441592","POINT (-87.84567441591551 41.98106319707633)","2022-101682"
"2022","251443","Madison Elementary -CPS","Exempt","7401 S Dorchester","60619",,"true","SOUTH SHORE",,"67,700",,,,,,,,,,,,,,,,"41.76045832","-87.59069968285","POINT (-87.59069968285279 41.7604583199955)","2022-251443"
"2022","101969","Chicago Temple Building","Submitted Data","77 W Washington","60602","2.5","false","LOOP","Office","238,531","1924","1",,"59","7,981,605","11,794,100.2","0","0",,"82.9","145.6","85.8","147.4","1,677.7","7","41.8831005395","-87.63033121192","POINT (-87.63033121191829 41.883100539501605)","2022-101969"
"2022","238712","899 South Plymouth Court Condominium Association","Submitted Data","899 S Plymouth Ct","60605","1.5","false","LOOP","Multifamily Housing","263,800","1980","1",,"40","10,805,846.2","5,789,635.4","0","0",,"62.9","137.7","64.3","140.4","1,730.8","6.6","41.87057299288","-87.62844790994","POINT (-87.62844790993732 41.87057299287796)","2022-238712"
"2022","125204","Reside on Morse","Submitted Data","1340  W MORSE AVE","60626","2.0","false","ROGERS PARK","Multifamily Housing","62,088","1967","2",,"46","1,661,671.1","5,625,168.7","0","0",,"117.4","170.1","120.4","171.9","517.6","8.3","42.00802983931","-87.66535497285","POINT (-87.66535497284883 42.00802983930751)","2022-125204"
"2022","159099","Sofitel Chicago Water Tower","Submitted Data","20 E Chestnut St","60611","1.0","false","NEAR NORTH SIDE","Hotel","377,000","2002","1",,"13","24,261,731.9","30,739,699.5","0","0",,"145.9","265.8","146.1","261.1","4,828.3","12.8","41.89844463668","-87.62740563977","POINT (-87.62740563976503 41.898444636675144)","2022-159099"
"2022","166134","John G Shedd Aquarium","Submitted Data","1200 S Lake Shore Dr","60605","1.0","false","NEAR SOUTH SIDE","Other","452,756","1929","1",,,"56,655,688","32,251,318.8","0","0",,"196.4","425.2","198.7","427.6","9,640.3","21.3","41.86748422716","-87.61915038338","POINT (-87.61915038338188 41.867484227164155)","2022-166134"
"2022","173874",,"Not Submitted","5400 5406 N KENMORE AVE","60640","0.0","false","EDGEWATER",,"81,600",,,,,,,,,,,,,,,,"41.98011626063","-87.6566645755","POINT (-87.656664575504 41.98011626062557)","2022-173874"
"2022","255020","Ace Hotel Chicago","Exempt","311 N MORGAN ST","60607",,"true","Near West Side",,"140,429",,,,,,,,,,,,,,,,"41.88712191392","-87.65203575962","POINT (-87.6520357596219 41.88712191392366)","2022-255020"
"2022","251334","Seton Hall","Submitted Data","2325 N Sheffield Ave","60614","2.0","false","LINCOLN PARK","College/University","50,174","1989","1",,,"2,130,637.1","3,745,124.1","0","0",,"117.1","197.3","122","202.4","479.6","9.6","41.92432721067","-87.65342424244","POINT (-87.65342424243978 41.92432721066951)","2022-251334"
"2022","160285","Long Grove House","Submitted Data","2001 S Michigan Ave","60616","3.0","false","NEAR SOUTH SIDE","Multifamily Housing","553,115","1969","1",,"65","8,555,232.4","39,077,568.2","0","0",,"97.2","132.6","102.1","136.6","3,202.4","6.5","41.85543199902","-87.62372821557","POINT (-87.62372821557055 41.8554319990211)","2022-160285"
"2022","156942","Burton-Judson Courts","Submitted Data","1005 E 60th St","60637","3.0","false","WOODLAWN","Residence Hall/Dormitory","201,402","1931","1",,"68","2,852,269","0","14,194,821.6","0",,"84.6","124.4","89.7","130.6","1,318.2","6.5","41.78582054292","-87.60093895756","POINT (-87.60093895755584 41.78582054292253)","2022-156942"
"2022","256408",,"Submitted Data","320 E Superior Street","60611","1.0","false","NEAR NORTH SIDE","Laboratory","186,803","1965","1",,,"30,657,238.7","38,345,680.1","0","0",,"369.4","675.1","364.8","656.6","6,074.7","32.5","41.89592410824","-87.6195455257","POINT (-87.61954552570175 41.895924108238226)","2022-256408"
"2022","109576",,"Not Submitted","7200 7216 N RIDGE BLVD","60645","0.0","false","WEST RIDGE",,"76,937",,,,,,,,,,,,,,,,"42.01238319182","-87.68325707971","POINT (-87.68325707971205 42.012383191822174)","2022-109576"
"2022","251996","Prairie Point Condominium","Submitted Data","1600 S Prairie Ave","60616","1.5","false","NEAR SOUTH SIDE","Multifamily Housing","357,000","2006","1",,"39","7,152,087.6","18,654,526.1","0","0",,"95.9","147.2","98.6","147.4","1,991.5","7.4","41.86017040462","-87.62097159169","POINT (-87.62097159169389 41.860170404620284)","2022-251996"
"2022","256890",,"Submitted Data","455 E WATERSIDE DR","60601","4.0","false",,"Multifamily Housing","681,529","2021","1",,"83","13,321,451.2","19,583,790.4","0","0",,"64.3","113","65.7","112.4","2,794.8","5.5","41.88683541771","-87.61533228623","POINT (-87.61533228622845 41.88683541770806)","2022-256890"
"2022","251551","Murphy Elementary -CPS","Submitted Data","3539 W Grace St","60618","1.5","false","IRVING PARK","K-12 School","85,287","1924","1",,"35","1,481,019.6","7,574,559.8","0","0",,"106.2","141.9","112.2","148.2","597.4","7","41.95005034197","-87.7168294858","POINT (-87.7168294858019 41.950050341973395)","2022-251551"
"2022","243071","1620 S. Michigan Ave Condo Association","Submitted Data","1620 S Michigan Ave","60616","1.0","false","NEAR SOUTH SIDE","Multifamily Housing","306,737","2006","1",,,"6,919,342.2","16,015,400.4","0","0",,"91.1","143.8","92.9","143.1","1,762","7","41.85964085467","-87.6241201784","POINT (-87.62412017840215 41.85964085466748)","2022-243071"
"2022","112437",,"Submitted Data","415 421 W ALDINE AVE","60657","4.0","false","LAKE VIEW","Multifamily Housing","140,000","1927","1",,"83","1,660,138.6","9,255,186.9","0","0",,"78","102.6","82.5","106.2","710.3","5.1","41.94217111769","-87.64055913334","POINT (-87.64055913334448 41.942171117689924)","2022-112437"
"2022","129963",,"Exempt","2290 S Grove Street","60616",,"true","ARMOUR SQUARE",,"59,412",,,,,,,,,,,,,,,,"41.85038540307","-87.64069279078","POINT (-87.64069279077634 41.850385403070945)","2022-129963"
"2022","101920","Wrigley Building","Submitted Data","410 N MICHIGAN AVE","60611","4.0","false","NEAR NORTH SIDE","Office","661,275","1921","1",,"86","21,545,659.2","17,350,480.5","0","0",,"58.8","118.8","59.5","118.1","3,759.4","5.7","41.88987479126","-87.62425976144","POINT (-87.62425976144404 41.8898747912625)","2022-101920"
"2022","254567","Moment Chicago","Submitted Data","545 McClurg Ct","60611","3.0","false","Near North Side","Multifamily Housing","670,539","2017","1",,"61","22,701,195.6","10,862,295.4","0","0",,"62","138.5","62.7","139.9","3,567","6.6","41.89238949917","-87.61756080338","POINT (-87.61756080338456 41.89238949917251)","2022-254567"
"2022","174164",,"Not Submitted","1380  E HYDE PARK BLVD","60615","0.0","false","KENWOOD",,"160,000",,,,,,,,,,,,,,,,"41.80252988698","-87.59193633932","POINT (-87.59193633932374 41.80252988698073)","2022-174164"
"2022","251281","40 E Oak St","Submitted Data","40 E Oak St","60611","2.0","false","NEAR NORTH SIDE","Multifamily Housing","154,113","1928","1",,"46","2,813,444.4","15,262,838.1","0","0",,"117.3","155.1","124.4","160.6","1,181.3","7.7","41.90088008552","-87.62685888861","POINT (-87.62685888861459 41.90088008552061)","2022-251281"
"2022","159981","7447 South Shore, LLC - South Shore Beach Apartments","Submitted Data","7447 S South Shore Dr","60649","1.5","false","SOUTH SHORE","Multifamily Housing","381,983","1968","1",,"33","7,335,612.2","28,083,262.3","0","0",,"105.7","149.3","108.8","150.7","2,457.8","7.3","41.76130547139","-87.55770551531","POINT (-87.55770551531141 41.761305471393655)","2022-159981"
"2022","252297","Lyndale Place","Submitted Data","2575 W Lyndale","60647","4.0","false","LOGAN SQUARE","Multifamily Housing","83,620","1924","1",,"98","1,182,317","2,569,411.8","0","0",,"44.9","71.9","46.4","73.5","292.2","3.5","41.92232920928","-87.69222252676","POINT (-87.69222252675809 41.92232920928405)","2022-252297"
"2022","112760",,"Submitted Data","2416 2458 W GREENLEAF AVE","60645","3.5","false","WEST RIDGE","Multifamily Housing","80,000","1927","1",,"57","464,782.1","8,415,500.4","0","0",,"111","126.7","116.9","133","508.2","6.4","42.00961493979","-87.69060986927","POINT (-87.6906098692729 42.00961493978809)","2022-112760"
"2022","175421",,"Submitted Data","7219  N SHERIDAN RD","60626","1.0","false","ROGERS PARK","Multifamily Housing","52,998","1928","1",,"24","775,917.3","5,289,543.2","0","0",,"114.4","145.8","117.7","147.8","383.2","7.2","42.01338119245","-87.66359877312","POINT (-87.66359877311648 42.01338119245121)","2022-175421"
"2022","111959","Dickens Place Condominium Association","Submitted Data","2100  N RACINE AVE","60614","4.0","false","LINCOLN PARK","Multifamily Housing","87,600","1900","1",,"100","769,940.2","1,957,608","0","0",,"37.4","57.7","38","57.6","205.4","2.8","41.91993549832","-87.65842847907","POINT (-87.6584284790678 41.91993549831988)","2022-111959"
"2022","251320","Jewel Osco, 03376-Kinzie & Des Plaines","Submitted Data","370 N Desplaines St","60661","2.5","false","WEST TOWN","Supermarket/Grocery Store","65,000","2008","1",,"57","7,513,697.7","10,313,899.6","0","0",,"274.3","490.3","281.2","494.1","1,537.5","23.7","41.88891817356","-87.64447797293","POINT (-87.64447797292972 41.88891817356032)","2022-251320"
"2022","121038","Sherman Plaza","Not Submitted","163 W 87th St","60620","0.0","false","CHATHAM",,"187,780",,,,,,,,,,,,,,,,"41.73611245396","-87.62864507174","POINT (-87.6286450717373 41.73611245395929)","2022-121038"
"2022","175892",,"Not Submitted","4526  N SHERIDAN RD","60640","0.0","false","UPTOWN",,"96,960",,,,,,,,,,,,,,,,"41.96440189556","-87.65492251266","POINT (-87.654922512658 41.96440189556048)","2022-175892"
"2022","250122","Swedish Covenant Hospital Campus","Submitted Data","5145 N California Ave","60625","2.0","false","LINCOLN SQUARE","Mixed Use Property","1,397,263","1918","10",,"44","90,173,072.3","75,038,913.5","0","0",,"206.6","414.4","204.7","412.3","15,862.7","19.8","41.97533413581","-87.69875687452","POINT (-87.69875687452328 41.97533413581096)","2022-250122"
"2022","101826","Drexel Building","Not Submitted","8136 8142 S DREXEL AVE","60619","0.0","false","CHATHAM",,"66,888",,,,,,,,,,,,,,,,"41.74653764032","-87.60276600471","POINT (-87.60276600470702 41.746537640324526)","2022-101826"
"2022","101883","Omni Hotel","Submitted Data","676 N Michigan Ave","60611","1.0","false","NEAR NORTH SIDE","Hotel","440,281","1990","1",,"3","58,729,940.8","6,049,269.9","0","0",,"147.1","387.9","147.1","387.7","8,056.9","18.3","41.89482685257","-87.62439615716","POINT (-87.62439615715573 41.89482685257429)","2022-101883"
"2022","251560","Hampton Fine & Performing Arts -CPS","Submitted Data","3434 W 77th St","60652","1.0","false","ASHBURN","K-12 School","98,776","2000","1",,"12","5,147,060","4,097,419.7","0","0",,"93.6","189.5","95.7","189.6","895.6","9.1","41.75348432246","-87.70875286894","POINT (-87.70875286894322 41.75348432246293)","2022-251560"
"2022","114120",,"Submitted Data","1169 S PLYMOUTH CT","60605","2.5","false","LOOP","Multifamily Housing","138,000","1978","1",,"53","4,426,157.9","4,356,293.2","0","0",,"73.2","141.4","74.8","141.9","814.4","6.8","41.86816796955","-87.62838989439","POINT (-87.62838989438983 41.868167969554285)","2022-114120"
"2022","256430","Cunningham Hall","Not Submitted","3100 S Michigan Avenue","60616","0.0","false","DOUGLAS",,"70,269",,,,,,,,,,,,,,,,"41.83824952911","-87.62358836536","POINT (-87.6235883653638 41.838249529105866)","2022-256430"
"2022","113396","Surfside Condominium","Not Submitted","5815 N Sheridan Rd","60660","0.0","false","EDGEWATER",,"225,000",,,,,,,,,,,,,,,,"41.98782830709","-87.65517078153","POINT (-87.655170781532 41.98782830708625)","2022-113396"
"2022","175813",,"Submitted Data","4260  N BROADWAY ST","60613","4.0","false","UPTOWN","Multifamily Housing","137,900","2007","1",,"100","1,036,197.3","1,881,273.5","0","0",,"23.3","39","24.3","40","236.4","1.9","41.95985963166","-87.65409599508","POINT (-87.65409599507807 41.95985963166279)","2022-175813"
"2022","173733",,"Submitted Data","2336  N COMMONWEALTH AVE","60614","4.0","false","LINCOLN PARK","Multifamily Housing","120,755","1968","1",,"97","1,398,343.3","3,242,878","0","0",,"46.1","72.7","48.4","75.1","356.4","3.5","41.92490681064","-87.63823447333","POINT (-87.63823447332803 41.92490681063852)","2022-173733"
"2022","175046","East WrigleyView Village Condominiums","Submitted Data","737  W CORNELIA AVE","60657","1.0","false","LAKE VIEW","Multifamily Housing","51,030","1919","1",,"16","897,960","4,946,800.2","0","0",,"114.5","151.1","119.7","155.3","381","7.5","41.94533592147","-87.64845096271","POINT (-87.64845096271144 41.945335921467894)","2022-175046"
"2022","156609",,"Submitted Data","1360 N ASHLAND AVE","60622","4.0","false","WEST TOWN","Wholesale Club/Supercenter","147,776","2016","1",,"83","3,387,661.8","1,306,072.9","0","0",,"53.4","123.5","53.3","121.9","515.6","5.9","41.90679510984","-87.66773167006","POINT (-87.66773167006288 41.90679510984423)","2022-156609"
"2022","250147","820 W Jackson Blvd","Submitted Data","820 W Jackson Blvd","60607","1.0","false","NEAR WEST SIDE","Office","186,957.7","1915","1",,,"13,408,061.5","0","0","0",,"71.7","200.8","71.7","200.8","1,766","9.4","41.878043475","-87.64818021094","POINT (-87.64818021093538 41.878043475002826)","2022-250147"
"2022","251712","Penn Elementary -CPS","Exempt","1616 S Avers Ave","60623",,"true","NORTH LAWNDALE",,"158,325",,,,,,,,,,,,,,,,"41.8583699474","-87.72133608973","POINT (-87.72133608972533 41.85836994740216)","2022-251712"
