"Data Year","ID","Property Name","Reporting Status","Address","ZIP Code","Chicago Energy Rating","Exempt From Chicago Energy Rating","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","Water Use (kGal)","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2019","102239","1061  E 41ST PL","Not Submitted","1061  E 41ST PL",,"0.0","false","OAKLAND",,,,,,,,,,,,,,,,,,"41.82021138","-87.61246867","POINT (-87.61246867 41.82021138)"
"2019","128243","4909 W DIVISION ST","Not Submitted","4909 W DIVISION ST",,"0.0","false","AUSTIN",,,,,,,,,,,,,,,,,,"41.90231302","-87.74920023","POINT (-87.74920023 41.90231302)"
"2019","100001","Presence SMEMC St Elizabeth Campus","Submitted","1431 N Claremont Ave","60622",,"true","WEST TOWN","Mixed Use Property","309,056","1928","3",,,"19,078,781.5","36,039,512.8",,,,"178.3",,,,,,"41.90743588","-87.68538017","POINT (-87.68538017 41.90743588)"
"2019","100002","Clemente Community Academy HS -CPS","Not Submitted","1147 N Western Ave",,"0.0","false","WEST TOWN",,,,,,,,,,,,,,,,,,"41.90261979","-87.68613497","POINT (-87.68613497 41.90261979)"
"2019","100019","Dixon Building","Submitted","411 - 415 S Wells St","60607","3.0","false","LOOP","Office","60,000","1908","1","1","65","2,766,951.8","1,770,986.7",,,,"75.6","160.1","74.5",,"554.4","9.2","41.87642552","-87.63335549","POINT (-87.63335549 41.87642552)"
"2019","100068","Joffco Square","Submitted","555 W Roosevelt Rd","60607","4.0","false","NEAR WEST SIDE","Other - Mall","95,204","2008","1",,,"6,433,462.5","1,309,073.4",,,,"81.3","203.6","79.4",,"1,139.8","12","41.866867","-87.64144957","POINT (-87.64144957 41.866867)"
"2019","100148","The Jeffery Cyril Building","Not Submitted","7144 7148 S JEFFERY BLVD",,"0.0","false","SOUTH SHORE",,,,,,,,,,,,,,,,,,"41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2019","100179","Saint Anthony Hospital - Main Hospital","Submitted","2875 W 19th St","60623","3.5","false","SOUTH LAWNDALE","Hospital (General Medical & Surgical)","239,057","1897","1",,"72","21,144,112.8","40,979,741",,,,"259.9",,,,,,"41.85513555","-87.6978405","POINT (-87.6978405 41.85513555)"
"2019","100211","73 East Lake","Submitted","73 E LAKE ST","60601","4.0","false","LOOP",,,,,,"95","4,405,086.5","16,983,050.2",,,,"71.6","101","69.9",,,,"41.885241","-87.62546943","POINT (-87.62546943 41.885241)"
"2019","100252","10426  S MICHIGAN AVE","Submitted","10426  S MICHIGAN AVE","60628","4.0","false","ROSELAND","Multifamily Housing","47,039","2011","1","1,460","85","1,726,157.4","79,566",,,,"38.4","104.5","38",,"291.4","6.2","41.69755188","-87.61477587","POINT (-87.61477587 41.69755188)"
"2019","100256","Curie Metropolitan HS -CPS","Not Submitted","4975 S Archer Ave",,"0.0","false","ARCHER HEIGHTS",,,,,,,,,,,,,,,,,,"41.802759","-87.722671","POINT (-87.722671 41.802759)"
"2019","100317","C5504WAB (22251)","Submitted","5500 5518 S WABASH AVE","60637","3.5","false","WASHINGTON PARK","Multifamily Housing","80,000","1904","1",,"57","651,217.7","7,365,698.8",,,,"100.2","119.5","97.2",,"499.6","6.2","41.78046327","-87.6053081","POINT (-87.6053081 41.78046327)"
"2019","100332","Lindblom College Prep -CPS","Not Submitted","6130 S Wolcott Ave",,"0.0","false","WEST ENGLEWOOD",,,,,,,,,,,,,,,,,,"41.78206597","-87.67220934","POINT (-87.67220934 41.78206597)"
"2019","100334","Gold Coast City-City Club","Not Submitted","860  N DEWITT PL",,"0.0","false","NEAR NORTH SIDE",,,,,,,,,,,,,,,,,,"41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2019","100346","2609 W. Belmont Apartments","Submitted","2609 W BELMONT AVE","60618","4.0","false","AVONDALE","Multifamily Housing","87,196","2013","1",,"98","1,592,697.7","2,659,494.5",,,,"48.8",,,,,,"41.94672055","-87.70319673","POINT (-87.70319673 41.94672055)"
"2019","100372","Holy Cross Hospial","Submitted","2701 W 68th St","60629","1.0","false","CHICAGO LAWN","Hospital (General Medical & Surgical)","409,910","1911","1",,"7","31,978,321.7","128,912,488.5",,,,"392.5","548.7",,,"12,167.2","29.7","41.770003","-87.690841","POINT (-87.690841 41.770003)"
"2019","100375","C3600FRA (22112)","Submitted","3600 3612 W FRANKLIN BLVD","60624","4.0","false","HUMBOLDT PARK","Multifamily Housing","63,514","1917","1","3,225","88","599,566.9","3,515,383.9",,,,"64.8","84.5","63.2",,"286.5","4.5","41.8808242","-87.72327934","POINT (-87.72327934 41.8808242)"
"2019","100393","Ford City Mall","Submitted","7601 S Cicero Ave","60652",,"true","WEST LAWN","Enclosed Mall","864,923","1950","1",,,"112,895,334.8","11,780,942.4",,,,"144.1",,,,,,"41.75582921","-87.73699268","POINT (-87.73699268 41.75582921)"
"2019","100395","Daley","Not Submitted","7500 S Pulaski Ave",,"0.0","false","WEST LAWN",,,,,,,,,,,,,,,,,,"41.75629268","-87.72224","POINT (-87.72224 41.75629268)"
"2019","100396","St. Rita of Cascia HS","Submitted","7740 S Western Ave","60620","3.0","false","ASHBURN","K-12 School","275,768","1960","1",,"66","5,206,623.3","15,901,599.3",,,,"76.5",,,,,,"41.75293115","-87.68297148","POINT (-87.68297148 41.75293115)"
"2019","100397","Bogan HS -CPS","Not Submitted","3939 W 79th St",,"0.0","false","ASHBURN",,,,,,,,,,,,,,,,,,"41.749459","-87.720146","POINT (-87.720146 41.749459)"
"2019","100417","Marist HS","Submitted","4200 W 115th St","60655","3.5","false","MOUNT GREENWOOD","K-12 School","241,936","1963","2",,"58","5,339,636.7","14,460,799",,,,"81.8",,,,,,"41.68539508","-87.72369345","POINT (-87.72369345 41.68539508)"
"2019","100418","Morgan Park HS -CPS","Not Submitted","1744 W Pryor Ave",,"0.0","false","MORGAN PARK",,,,,,,,,,,,,,,,,,"41.69164701","-87.66578473","POINT (-87.66578473 41.69164701)"
"2019","100429","The John Hancock Center","Submitted","875 N Michigan Ave","60611","1.5","false","NEAR NORTH SIDE","Mixed Use Property","2,290,873","1970","1",,"33","169,520,409.1",,,,,"74",,,,,,"41.89880204","-87.62297591","POINT (-87.62297591 41.89880204)"
"2019","100433","Presence SMEMC St Mary Campus","Submitted","2233 W Division St","60622","2.0","false","WEST TOWN","Hospital (General Medical & Surgical)","697,454","1976","5",,"43","67,175,456","109,823,482.7",,,,"253.8",,,,,,"41.90251573","-87.68336086","POINT (-87.68336086 41.90251573)"
"2019","100438","Palmolive Building Condominium Association","Submitted","913 - 921 N Michigan Ave","60611","1.0","false","NEAR NORTH SIDE","Multifamily Housing","397,200","1929","1",,"6","22,679,318.3","27,950,663.4",,,,"127.5",,,,,,"41.899795","-87.624109","POINT (-87.624109 41.899795)"
"2019","100447","211 E Chicago Ave","Submitted","211 E Chicago Ave",,"4.0","false","NEAR NORTH SIDE",,,,,,,,,,,,,,,,,,"41.89644968","-87.62256575","POINT (-87.62256575 41.89644968)"
"2019","100448","Hilton Chicago MM Suites","Submitted","198 E Delaware Pl","60611","3.0","false","NEAR NORTH SIDE","Hotel","314,850","1989","1",,"64","13,629,694.6","24,760,925.5",,,,"121.9","203.8","121",,"3,582.7","11.4","41.89956332","-87.62215183","POINT (-87.62215183 41.89956332)"
"2019","100470","Lawson Partners","Submitted","30 W Chicago","60610","2.0","false","NEAR NORTH SIDE","Multifamily Housing","259,349","1930","1",,"46","7,522,818.5","26,433,709.8",,,,"130.9",,,,,,"41.896703","-87.629373","POINT (-87.629373 41.896703)"
"2019","100485","1900 W. Farwell, LLC","Submitted","1900 1910 W FARWELL AVE","60626","2.5","false","ROGERS PARK","Multifamily Housing","59,000","1915","1",,"54","724,534.8","4,150,888.2",,,,"82.6","108.3","81.8",,"341","5.8","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2019","100489",,"Exempt","4520 4528 S DREXEL BLVD",,,"true","KENWOOD",,,,,,,,,,,,,,,,,,"41.82021138","-87.61246867","POINT (-87.61246867 41.82021138)"
"2019","100507","4950 4952 S PRAIRIE AVE","Not Submitted","4950 4952 S PRAIRIE AVE",,"0.0","false","GRAND BOULEVARD",,,,,,,,,,,,,,,,,,"41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2019","100533","Englewood Academy HS -CPS","Not Submitted","6201 S Stewart Ave",,"0.0","false","ENGLEWOOD",,,,,,,,,,,,,,,,,,"41.78205573","-87.63426731","POINT (-87.63426731 41.78205573)"
"2019","100572","Perspectives Middle Academy -CPS","Exempt","8131 S May St",,,"true","AUBURN GRESHAM",,,,,,,,,,,,,,,,,,"41.74538215","-87.65152078","POINT (-87.65152078 41.74538215)"
"2019","100598","Farragut Career Academy HS -CPS","Not Submitted","2345 S Christiana Ave",,"0.0","false","SOUTH LAWNDALE",,,,,,,,,,,,,,,,,,"41.84837118","-87.70825259","POINT (-87.70825259 41.84837118)"
"2019","100631","Hubbard HS -CPS","Not Submitted","6200 S Hamlin Ave",,"0.0","false","WEST LAWN",,,,,,,,,,,,,,,,,,"41.77984105","-87.71918715","POINT (-87.71918715 41.77984105)"
"2019","100637","Addison Towers","Submitted","510 534 W ADDISON ST","60616","1.0","false","LAKE VIEW","Multifamily Housing","68,667","1920","1",,"8","1,459,519.8","7,809,399.4",,,,"135",,,,,,"41.95402016","-87.6620278","POINT (-87.6620278 41.95402016)"
"2019","100668","Allstate Building","Exempt","3245 W ARTHINGTON ST",,,"true","EAST GARFIELD PARK",,,,,,,,,,,,,,,,,,"41.8704933","-87.70743828","POINT (-87.70743828 41.8704933)"
"2019","100674","The Lofts at Arthington","Submitted","3301 W Arthington St","60624","4.0","false","NORTH LAWNDALE","Multifamily Housing","228,897","1909","2",,"96","2,510,910.9","11,547,444.8",,,,"61.4",,,,,,"41.87000549","-87.70831909","POINT (-87.70831909 41.87000549)"
"2019","100683","7000 S PARNELL AVE","Not Submitted","7000  S PARNELL AVE",,"0.0","false","ENGLEWOOD",,,,,,,,,,,,,,,,,,"41.7761313","-87.64068948","POINT (-87.64068948 41.7761313)"
"2019","100730","Congress Center","Submitted","525 W Van Buren","60607","4.0","false","NEAR WEST SIDE","Office","527,238","2000","1",,"75","26,871,390.2",,,,,"51",,,,,,"41.87630749","-87.6401831","POINT (-87.6401831 41.87630749)"
"2019","100770",,"Exempt","7419 7425 S COLFAX AVE",,,"true","SOUTH SHORE",,,,,,,,,,,,,,,,,,"41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2019","100851","600 W Chicago","Submitted","600 W Chicago","60654","3.0","false","NEAR NORTH SIDE","Office","2,146,502","1908","1",,"41","184,658,668.3","25,929,983",,"27,336,856.8",,"110.8","265.2","110.6",,"33,538.5","15.6","41.896501","-87.64288","POINT (-87.64288 41.896501)"
"2019","100856","United Center","Submitted","1901 W Madison St","60612","2.0","false","NEAR WEST SIDE","Indoor Arena","960,000","1994","2","206,239",,"102,653,875.6","15,169,580.2",,,,"122.7","316","122.4",,"17,883.7","18.6","41.88067672","-87.67418207","POINT (-87.67418207 41.88067672)"
"2019","100867","Rush University Medical Center","Submitted","1653 W Congress Pkwy","60612","1.0","false","NEAR WEST SIDE","Hospital (General Medical & Surgical)","3,894,568","1982","19",,"25","452,426,082","339,200,081.9",,,,"263.2",,,,,,"41.875121","-87.668005","POINT (-87.668005 41.875121)"
"2019","100878","1521 1523 W SHERWIN AVE","Not Submitted","1521 1523 W SHERWIN AVE",,"0.0","false","ROGERS PARK",,,,,,,,,,,,,,,,,,"42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2019","100946","New Englewood Terrace Apartments","Submitted","6425 S Lowe","60621","4.0","false","ENGLEWOOD","Multifamily Housing","325,680","1966","1",,"89","4,970,270.6","14,534,583.4",,,,"59.9","89.6","59.2",,"1,598.9","4.9","41.77724863","-87.64053938","POINT (-87.64053938 41.77724863)"
"2019","100947","C7131YAT (22222)","Submitted","7131 7143 S YATES BLVD","60649","4.0","false","SOUTH SHORE","Multifamily Housing","70,000","1930","1","2,783","87","1,043,858.4","3,503,277",,,,"65","94.3","63.7",,"359.7","5.1","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2019","100984","1604 1610 W SHERWIN AVE","Not Submitted","1604 1610 W SHERWIN AVE",,"0.0","false","ROGERS PARK",,,,,,,,,,,,,,,,,,"42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2019","101013","7332 N. Damen","Submitted","7320 7332 N DAMEN AVE","60645","4.0","false","ROGERS PARK","Multifamily Housing","55,000","1922","1",,"74","763,585.1","5,789,205.1",,,,"119.1","149.4","118.1",,"434.5","7.9","42.00880199","-87.69502812","POINT (-87.69502812 42.00880199)"
